週,品目,入荷量t,前週比%,前年比%,高値円,中値円,安値円,コメント,URL
2026年1月第2週,不知火,29,626,95,6264,4392,2376,"今週の1日の平均入荷量は1,887トン。前週比では「不知火」「キウイ」「はっさく」等が増加。「いちご」が減少。全体では38%の増加と
なった。前年同期比では「はっさく」「みかん」「ポンカン」等が増加。「りんご」「いよかん」「不知火」が減少。全体では18%の増加となっ
た。市況は前週比で弱保合、前年同期比で弱保合となった。
「みかん」の1日平均入荷量は、前週比61%の増加となった。静岡県産「普通みかん」の価格は保合となった。
「ポンカン」の1日平均入荷量は、前週比177%の増加となった。愛媛県産の価格は弱保合となった。
「いよかん」の1日平均入荷量は、前週比60%の増加となった。愛媛県産の価格は保合となった。
「はっさく」の1日平均入荷量は、前週比188%の増加となった。
「不知火」の1日平均入荷量は、前週比526%の増加となった。熊本県産の価格は弱含みとなった。
「きんかん」の1日平均入荷量は、前週比112%の増加となった。
「りんご」の1日平均入荷量は、前週比15%の増加となった。青森県産「ふじ」の価格は保合となった。青森県産「王林」の価格は保合と
「いちご」の1日平均入荷量は、前週比36%の減少となった。栃木県産「とちおとめ」の価格は弱含みとなった。栃木県産「とちあいか」
の価格は弱含みとなった。福岡県産「あまおう」の価格は保合となった。佐賀県産「いちごさん」の価格は弱保合となった。静岡県産
「アールスメロン」の1日平均入荷量は、前週比51%の増加となった。静岡県産の価格は弱保合となった。
「キウイ」の1日平均入荷量は、前週比298%の増加となった。品　　目前週比",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/2026-01-16-111850-786
2026年1月第2週,きんかん,10,212,116,8640,3888,2484,"今週の1日の平均入荷量は1,887トン。前週比では「不知火」「キウイ」「はっさく」等が増加。「いちご」が減少。全体では38%の増加と
なった。前年同期比では「はっさく」「みかん」「ポンカン」等が増加。「りんご」「いよかん」「不知火」が減少。全体では18%の増加となっ
た。市況は前週比で弱保合、前年同期比で弱保合となった。
「みかん」の1日平均入荷量は、前週比61%の増加となった。静岡県産「普通みかん」の価格は保合となった。
「ポンカン」の1日平均入荷量は、前週比177%の増加となった。愛媛県産の価格は弱保合となった。
「いよかん」の1日平均入荷量は、前週比60%の増加となった。愛媛県産の価格は保合となった。
「はっさく」の1日平均入荷量は、前週比188%の増加となった。
「不知火」の1日平均入荷量は、前週比526%の増加となった。熊本県産の価格は弱含みとなった。
「きんかん」の1日平均入荷量は、前週比112%の増加となった。
「りんご」の1日平均入荷量は、前週比15%の増加となった。青森県産「ふじ」の価格は保合となった。青森県産「王林」の価格は保合と
「いちご」の1日平均入荷量は、前週比36%の減少となった。栃木県産「とちおとめ」の価格は弱含みとなった。栃木県産「とちあいか」
の価格は弱含みとなった。福岡県産「あまおう」の価格は保合となった。佐賀県産「いちごさん」の価格は弱保合となった。静岡県産
「アールスメロン」の1日平均入荷量は、前週比51%の増加となった。静岡県産の価格は弱保合となった。
「キウイ」の1日平均入荷量は、前週比298%の増加となった。品　　目前週比",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/2026-01-16-111850-786
2026年1月第2週,りんご,202,115,76,,,,"今週の1日の平均入荷量は1,887トン。前週比では「不知火」「キウイ」「はっさく」等が増加。「いちご」が減少。全体では38%の増加と
なった。前年同期比では「はっさく」「みかん」「ポンカン」等が増加。「りんご」「いよかん」「不知火」が減少。全体では18%の増加となっ
た。市況は前週比で弱保合、前年同期比で弱保合となった。
「みかん」の1日平均入荷量は、前週比61%の増加となった。静岡県産「普通みかん」の価格は保合となった。
「ポンカン」の1日平均入荷量は、前週比177%の増加となった。愛媛県産の価格は弱保合となった。
「いよかん」の1日平均入荷量は、前週比60%の増加となった。愛媛県産の価格は保合となった。
「はっさく」の1日平均入荷量は、前週比188%の増加となった。
「不知火」の1日平均入荷量は、前週比526%の増加となった。熊本県産の価格は弱含みとなった。
「きんかん」の1日平均入荷量は、前週比112%の増加となった。
「りんご」の1日平均入荷量は、前週比15%の増加となった。青森県産「ふじ」の価格は保合となった。青森県産「王林」の価格は保合と
「いちご」の1日平均入荷量は、前週比36%の減少となった。栃木県産「とちおとめ」の価格は弱含みとなった。栃木県産「とちあいか」
の価格は弱含みとなった。福岡県産「あまおう」の価格は保合となった。佐賀県産「いちごさん」の価格は弱保合となった。静岡県産
「アールスメロン」の1日平均入荷量は、前週比51%の増加となった。静岡県産の価格は弱保合となった。
「キウイ」の1日平均入荷量は、前週比298%の増加となった。品　　目前週比",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/2026-01-16-111850-786
2026年1月第2週,いちご,175,64,104,529,413,270,"今週の1日の平均入荷量は1,887トン。前週比では「不知火」「キウイ」「はっさく」等が増加。「いちご」が減少。全体では38%の増加と
なった。前年同期比では「はっさく」「みかん」「ポンカン」等が増加。「りんご」「いよかん」「不知火」が減少。全体では18%の増加となっ
た。市況は前週比で弱保合、前年同期比で弱保合となった。
「みかん」の1日平均入荷量は、前週比61%の増加となった。静岡県産「普通みかん」の価格は保合となった。
「ポンカン」の1日平均入荷量は、前週比177%の増加となった。愛媛県産の価格は弱保合となった。
「いよかん」の1日平均入荷量は、前週比60%の増加となった。愛媛県産の価格は保合となった。
「はっさく」の1日平均入荷量は、前週比188%の増加となった。
「不知火」の1日平均入荷量は、前週比526%の増加となった。熊本県産の価格は弱含みとなった。
「きんかん」の1日平均入荷量は、前週比112%の増加となった。
「りんご」の1日平均入荷量は、前週比15%の増加となった。青森県産「ふじ」の価格は保合となった。青森県産「王林」の価格は保合と
「いちご」の1日平均入荷量は、前週比36%の減少となった。栃木県産「とちおとめ」の価格は弱含みとなった。栃木県産「とちあいか」
の価格は弱含みとなった。福岡県産「あまおう」の価格は保合となった。佐賀県産「いちごさん」の価格は弱保合となった。静岡県産
「アールスメロン」の1日平均入荷量は、前週比51%の増加となった。静岡県産の価格は弱保合となった。
「キウイ」の1日平均入荷量は、前週比298%の増加となった。品　　目前週比",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/2026-01-16-111850-786
2026年1月第2週,アールスメロン,13,151,115,4320,2322,1404,"今週の1日の平均入荷量は1,887トン。前週比では「不知火」「キウイ」「はっさく」等が増加。「いちご」が減少。全体では38%の増加と
なった。前年同期比では「はっさく」「みかん」「ポンカン」等が増加。「りんご」「いよかん」「不知火」が減少。全体では18%の増加となっ
た。市況は前週比で弱保合、前年同期比で弱保合となった。
「みかん」の1日平均入荷量は、前週比61%の増加となった。静岡県産「普通みかん」の価格は保合となった。
「ポンカン」の1日平均入荷量は、前週比177%の増加となった。愛媛県産の価格は弱保合となった。
「いよかん」の1日平均入荷量は、前週比60%の増加となった。愛媛県産の価格は保合となった。
「はっさく」の1日平均入荷量は、前週比188%の増加となった。
「不知火」の1日平均入荷量は、前週比526%の増加となった。熊本県産の価格は弱含みとなった。
「きんかん」の1日平均入荷量は、前週比112%の増加となった。
「りんご」の1日平均入荷量は、前週比15%の増加となった。青森県産「ふじ」の価格は保合となった。青森県産「王林」の価格は保合と
「いちご」の1日平均入荷量は、前週比36%の減少となった。栃木県産「とちおとめ」の価格は弱含みとなった。栃木県産「とちあいか」
の価格は弱含みとなった。福岡県産「あまおう」の価格は保合となった。佐賀県産「いちごさん」の価格は弱保合となった。静岡県産
「アールスメロン」の1日平均入荷量は、前週比51%の増加となった。静岡県産の価格は弱保合となった。
「キウイ」の1日平均入荷量は、前週比298%の増加となった。品　　目前週比",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/2026-01-16-111850-786
2026年1月第2週,キウイ,33,398,109,,,,"今週の1日の平均入荷量は1,887トン。前週比では「不知火」「キウイ」「はっさく」等が増加。「いちご」が減少。全体では38%の増加と
なった。前年同期比では「はっさく」「みかん」「ポンカン」等が増加。「りんご」「いよかん」「不知火」が減少。全体では18%の増加となっ
た。市況は前週比で弱保合、前年同期比で弱保合となった。
「みかん」の1日平均入荷量は、前週比61%の増加となった。静岡県産「普通みかん」の価格は保合となった。
「ポンカン」の1日平均入荷量は、前週比177%の増加となった。愛媛県産の価格は弱保合となった。
「いよかん」の1日平均入荷量は、前週比60%の増加となった。愛媛県産の価格は保合となった。
「はっさく」の1日平均入荷量は、前週比188%の増加となった。
「不知火」の1日平均入荷量は、前週比526%の増加となった。熊本県産の価格は弱含みとなった。
「きんかん」の1日平均入荷量は、前週比112%の増加となった。
「りんご」の1日平均入荷量は、前週比15%の増加となった。青森県産「ふじ」の価格は保合となった。青森県産「王林」の価格は保合と
「いちご」の1日平均入荷量は、前週比36%の減少となった。栃木県産「とちおとめ」の価格は弱含みとなった。栃木県産「とちあいか」
の価格は弱含みとなった。福岡県産「あまおう」の価格は保合となった。佐賀県産「いちごさん」の価格は弱保合となった。静岡県産
「アールスメロン」の1日平均入荷量は、前週比51%の増加となった。静岡県産の価格は弱保合となった。
「キウイ」の1日平均入荷量は、前週比298%の増加となった。品　　目前週比",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/2026-01-16-111850-786
2026年1月第3週,みかん,818,84,139,5400,3413,1080,"今週の1日の平均入荷量は1,732トン。前週比では「いよかん」「不知火」「きんかん」等が増加。「アールスメロン」「ポンカン」「みかん」
等が減少。全体では8%の減少となった。前年同期比では「はっさく」「みかん」「きんかん」等が増加。「不知火」「キウイ」「りんご」が減
少。全体では13%の増加となった。市況は前週比で弱含み、前年同期比で弱保合となった。
「みかん」の1日平均入荷量は、前週比16%の減少となった。静岡県産「普通みかん」の価格は保合となった。
「ポンカン」の1日平均入荷量は、前週比21%の減少となった。愛媛県産の価格は保合となった。
「いよかん」の1日平均入荷量は、前週比53%の増加となった。愛媛県産の価格は保合となった。
「はっさく」の1日平均入荷量は、前週比15%の減少となった。和歌山県産の価格は弱含みとなった。
「不知火」の1日平均入荷量は、前週比31%の増加となった。熊本県産の価格は弱保合となった。
「きんかん」の1日平均入荷量は、前週比20%の増加となった。宮崎県産の価格は弱保合となった。
「りんご」の1日平均入荷量は、前週比5%の増加となった。青森県産「ふじ」の価格は保合となった。青森県産「王林」の価格は保合と
「いちご」の1日平均入荷量は、前週比1%の増加となった。栃木県産「とちおとめ」の価格は保合となった。栃木県産「とちあいか」の価
格は保合となった。福岡県産「あまおう」の価格は弱含みとなった。佐賀県産「いちごさん」の価格は保合となった。静岡県産「紅ほっ
「アールスメロン」の1日平均入荷量は、前週比27%の減少となった。静岡県産の価格は弱保合となった。
「キウイ」の1日平均入荷量は、前週比1%の減少となった。和歌山県産の価格は弱含みとなった。品　　目前週比",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/2026-01-23-081622-429
2026年1月第3週,ポンカン,75,79,111,3564,2830,1404,"今週の1日の平均入荷量は1,732トン。前週比では「いよかん」「不知火」「きんかん」等が増加。「アールスメロン」「ポンカン」「みかん」
等が減少。全体では8%の減少となった。前年同期比では「はっさく」「みかん」「きんかん」等が増加。「不知火」「キウイ」「りんご」が減
少。全体では13%の増加となった。市況は前週比で弱含み、前年同期比で弱保合となった。
「みかん」の1日平均入荷量は、前週比16%の減少となった。静岡県産「普通みかん」の価格は保合となった。
「ポンカン」の1日平均入荷量は、前週比21%の減少となった。愛媛県産の価格は保合となった。
「いよかん」の1日平均入荷量は、前週比53%の増加となった。愛媛県産の価格は保合となった。
「はっさく」の1日平均入荷量は、前週比15%の減少となった。和歌山県産の価格は弱含みとなった。
「不知火」の1日平均入荷量は、前週比31%の増加となった。熊本県産の価格は弱保合となった。
「きんかん」の1日平均入荷量は、前週比20%の増加となった。宮崎県産の価格は弱保合となった。
「りんご」の1日平均入荷量は、前週比5%の増加となった。青森県産「ふじ」の価格は保合となった。青森県産「王林」の価格は保合と
「いちご」の1日平均入荷量は、前週比1%の増加となった。栃木県産「とちおとめ」の価格は保合となった。栃木県産「とちあいか」の価
格は保合となった。福岡県産「あまおう」の価格は弱含みとなった。佐賀県産「いちごさん」の価格は保合となった。静岡県産「紅ほっ
「アールスメロン」の1日平均入荷量は、前週比27%の減少となった。静岡県産の価格は弱保合となった。
「キウイ」の1日平均入荷量は、前週比1%の減少となった。和歌山県産の価格は弱含みとなった。品　　目前週比",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/2026-01-23-081622-429
2026年1月第3週,いよかん,85,153,115,3780,2959,1944,"今週の1日の平均入荷量は1,732トン。前週比では「いよかん」「不知火」「きんかん」等が増加。「アールスメロン」「ポンカン」「みかん」
等が減少。全体では8%の減少となった。前年同期比では「はっさく」「みかん」「きんかん」等が増加。「不知火」「キウイ」「りんご」が減
少。全体では13%の増加となった。市況は前週比で弱含み、前年同期比で弱保合となった。
「みかん」の1日平均入荷量は、前週比16%の減少となった。静岡県産「普通みかん」の価格は保合となった。
「ポンカン」の1日平均入荷量は、前週比21%の減少となった。愛媛県産の価格は保合となった。
「いよかん」の1日平均入荷量は、前週比53%の増加となった。愛媛県産の価格は保合となった。
「はっさく」の1日平均入荷量は、前週比15%の減少となった。和歌山県産の価格は弱含みとなった。
「不知火」の1日平均入荷量は、前週比31%の増加となった。熊本県産の価格は弱保合となった。
「きんかん」の1日平均入荷量は、前週比20%の増加となった。宮崎県産の価格は弱保合となった。
「りんご」の1日平均入荷量は、前週比5%の増加となった。青森県産「ふじ」の価格は保合となった。青森県産「王林」の価格は保合と
「いちご」の1日平均入荷量は、前週比1%の増加となった。栃木県産「とちおとめ」の価格は保合となった。栃木県産「とちあいか」の価
格は保合となった。福岡県産「あまおう」の価格は弱含みとなった。佐賀県産「いちごさん」の価格は保合となった。静岡県産「紅ほっ
「アールスメロン」の1日平均入荷量は、前週比27%の減少となった。静岡県産の価格は弱保合となった。
「キウイ」の1日平均入荷量は、前週比1%の減少となった。和歌山県産の価格は弱含みとなった。品　　目前週比",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/2026-01-23-081622-429
2026年1月第3週,はっさく,36,85,159,3024,2556,1620,"今週の1日の平均入荷量は1,732トン。前週比では「いよかん」「不知火」「きんかん」等が増加。「アールスメロン」「ポンカン」「みかん」
等が減少。全体では8%の減少となった。前年同期比では「はっさく」「みかん」「きんかん」等が増加。「不知火」「キウイ」「りんご」が減
少。全体では13%の増加となった。市況は前週比で弱含み、前年同期比で弱保合となった。
「みかん」の1日平均入荷量は、前週比16%の減少となった。静岡県産「普通みかん」の価格は保合となった。
「ポンカン」の1日平均入荷量は、前週比21%の減少となった。愛媛県産の価格は保合となった。
「いよかん」の1日平均入荷量は、前週比53%の増加となった。愛媛県産の価格は保合となった。
「はっさく」の1日平均入荷量は、前週比15%の減少となった。和歌山県産の価格は弱含みとなった。
「不知火」の1日平均入荷量は、前週比31%の増加となった。熊本県産の価格は弱保合となった。
「きんかん」の1日平均入荷量は、前週比20%の増加となった。宮崎県産の価格は弱保合となった。
「りんご」の1日平均入荷量は、前週比5%の増加となった。青森県産「ふじ」の価格は保合となった。青森県産「王林」の価格は保合と
「いちご」の1日平均入荷量は、前週比1%の増加となった。栃木県産「とちおとめ」の価格は保合となった。栃木県産「とちあいか」の価
格は保合となった。福岡県産「あまおう」の価格は弱含みとなった。佐賀県産「いちごさん」の価格は保合となった。静岡県産「紅ほっ
「アールスメロン」の1日平均入荷量は、前週比27%の減少となった。静岡県産の価格は弱保合となった。
「キウイ」の1日平均入荷量は、前週比1%の減少となった。和歌山県産の価格は弱含みとなった。品　　目前週比",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/2026-01-23-081622-429
2026年1月第3週,不知火,38,131,73,6264,3586,1944,"今週の1日の平均入荷量は1,732トン。前週比では「いよかん」「不知火」「きんかん」等が増加。「アールスメロン」「ポンカン」「みかん」
等が減少。全体では8%の減少となった。前年同期比では「はっさく」「みかん」「きんかん」等が増加。「不知火」「キウイ」「りんご」が減
少。全体では13%の増加となった。市況は前週比で弱含み、前年同期比で弱保合となった。
「みかん」の1日平均入荷量は、前週比16%の減少となった。静岡県産「普通みかん」の価格は保合となった。
「ポンカン」の1日平均入荷量は、前週比21%の減少となった。愛媛県産の価格は保合となった。
「いよかん」の1日平均入荷量は、前週比53%の増加となった。愛媛県産の価格は保合となった。
「はっさく」の1日平均入荷量は、前週比15%の減少となった。和歌山県産の価格は弱含みとなった。
「不知火」の1日平均入荷量は、前週比31%の増加となった。熊本県産の価格は弱保合となった。
「きんかん」の1日平均入荷量は、前週比20%の増加となった。宮崎県産の価格は弱保合となった。
「りんご」の1日平均入荷量は、前週比5%の増加となった。青森県産「ふじ」の価格は保合となった。青森県産「王林」の価格は保合と
「いちご」の1日平均入荷量は、前週比1%の増加となった。栃木県産「とちおとめ」の価格は保合となった。栃木県産「とちあいか」の価
格は保合となった。福岡県産「あまおう」の価格は弱含みとなった。佐賀県産「いちごさん」の価格は保合となった。静岡県産「紅ほっ
「アールスメロン」の1日平均入荷量は、前週比27%の減少となった。静岡県産の価格は弱保合となった。
「キウイ」の1日平均入荷量は、前週比1%の減少となった。和歌山県産の価格は弱含みとなった。品　　目前週比",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/2026-01-23-081622-429
2026年1月第3週,きんかん,12,120,119,8640,3586,1944,"今週の1日の平均入荷量は1,732トン。前週比では「いよかん」「不知火」「きんかん」等が増加。「アールスメロン」「ポンカン」「みかん」
等が減少。全体では8%の減少となった。前年同期比では「はっさく」「みかん」「きんかん」等が増加。「不知火」「キウイ」「りんご」が減
少。全体では13%の増加となった。市況は前週比で弱含み、前年同期比で弱保合となった。
「みかん」の1日平均入荷量は、前週比16%の減少となった。静岡県産「普通みかん」の価格は保合となった。
「ポンカン」の1日平均入荷量は、前週比21%の減少となった。愛媛県産の価格は保合となった。
「いよかん」の1日平均入荷量は、前週比53%の増加となった。愛媛県産の価格は保合となった。
「はっさく」の1日平均入荷量は、前週比15%の減少となった。和歌山県産の価格は弱含みとなった。
「不知火」の1日平均入荷量は、前週比31%の増加となった。熊本県産の価格は弱保合となった。
「きんかん」の1日平均入荷量は、前週比20%の増加となった。宮崎県産の価格は弱保合となった。
「りんご」の1日平均入荷量は、前週比5%の増加となった。青森県産「ふじ」の価格は保合となった。青森県産「王林」の価格は保合と
「いちご」の1日平均入荷量は、前週比1%の増加となった。栃木県産「とちおとめ」の価格は保合となった。栃木県産「とちあいか」の価
格は保合となった。福岡県産「あまおう」の価格は弱含みとなった。佐賀県産「いちごさん」の価格は保合となった。静岡県産「紅ほっ
「アールスメロン」の1日平均入荷量は、前週比27%の減少となった。静岡県産の価格は弱保合となった。
「キウイ」の1日平均入荷量は、前週比1%の減少となった。和歌山県産の価格は弱含みとなった。品　　目前週比",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/2026-01-23-081622-429
2026年1月第3週,りんご,212,105,84,,,,"今週の1日の平均入荷量は1,732トン。前週比では「いよかん」「不知火」「きんかん」等が増加。「アールスメロン」「ポンカン」「みかん」
等が減少。全体では8%の減少となった。前年同期比では「はっさく」「みかん」「きんかん」等が増加。「不知火」「キウイ」「りんご」が減
少。全体では13%の増加となった。市況は前週比で弱含み、前年同期比で弱保合となった。
「みかん」の1日平均入荷量は、前週比16%の減少となった。静岡県産「普通みかん」の価格は保合となった。
「ポンカン」の1日平均入荷量は、前週比21%の減少となった。愛媛県産の価格は保合となった。
「いよかん」の1日平均入荷量は、前週比53%の増加となった。愛媛県産の価格は保合となった。
「はっさく」の1日平均入荷量は、前週比15%の減少となった。和歌山県産の価格は弱含みとなった。
「不知火」の1日平均入荷量は、前週比31%の増加となった。熊本県産の価格は弱保合となった。
「きんかん」の1日平均入荷量は、前週比20%の増加となった。宮崎県産の価格は弱保合となった。
「りんご」の1日平均入荷量は、前週比5%の増加となった。青森県産「ふじ」の価格は保合となった。青森県産「王林」の価格は保合と
「いちご」の1日平均入荷量は、前週比1%の増加となった。栃木県産「とちおとめ」の価格は保合となった。栃木県産「とちあいか」の価
格は保合となった。福岡県産「あまおう」の価格は弱含みとなった。佐賀県産「いちごさん」の価格は保合となった。静岡県産「紅ほっ
「アールスメロン」の1日平均入荷量は、前週比27%の減少となった。静岡県産の価格は弱保合となった。
「キウイ」の1日平均入荷量は、前週比1%の減少となった。和歌山県産の価格は弱含みとなった。品　　目前週比",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/2026-01-23-081622-429
